Tipologia;Ragione_sociale;Comune;Provincia;Indirizzo;CAP;Telefono;Email;Sito_Web;Dipendenti;Data_convenzione;Settore;Codice_ATECO;Descrizione
AZIENDA;GAMMA UFFICIO SPA;VERONA;VR;VIA PACINOTTI,4;37135;0458185555;amministrazione@gammaspa.it;www.gammaspa.it;23;;;46.66;Commercio all'ingrosso di altre macchine e attrezzature per ufficio
AZIENDA;GARDALAND SRL;CASTELNUOVO DEL GARDA;VR;VIA DERNA 4;37014;0456449839;hr@gardaland.it;www.gardaland.it;202;24-01-2019;;93.21.00;Parchi di divertimento e parchi tematici
AZIENDA;GARONZI S.P.A.;VERONA;VR;C.SO MILANO 88/B;37138;045562122;info@garonzispa.it;www.garonzispa.it;17;;;45.11.01;Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri
AZIENDA;GAZZANI NEREO;CASTEL D'AZZANO;VR;VIA GARIBALDI, 20;37060;045 519989;nereogazzani@alice.it;;;;;;
AZIENDA;GEA IMAFORNI S.P.A.;COLOGNOLA AI COLLI;VR;STRA',158;37030;0456174711;paolo.castagna@gea.com;www.imaforni.it;211;10-04-2018;;28.93.00;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e a
AZIENDA;GEKO VIAGGI DI GES.CO SRL;PARMA;PR;STRADA LANGHIRANO 36;43124;441223341305;gruppi@gekoviaggi.it;www.gekoviaggi.it;5;;;79.11;Attività delle agenzie di viaggio
AZIENDA;GENERAL DIES SRL;COLOGNOLA AI COLLI;VR;VIA STRA'182;37030;0457650600;info@generaldies.com;www.generaldies.com;53;;;28.30.90;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia
AZIENDA;GEOM.SQUARANTI MATTIA;GREZZANA;VR;VIA ORSARA 15;37023;0458032733;squarantimattia@hotmail.it;;;;;;
AZIENDA;GEVA SRL;SONA;VR;VIA DELL'ARTIGIANATO,16;37060;0456095196;amministrazione@geva-srl.it;www.geva-srl.it;25;;;;
AZIENDA;GEWIN SRL;VERONA;VR;VIA SARDEGNA 1F;37100;0458904253;info@gewin-informatica.com;www.gewin-informatica.com;13;22-01-2018;;62.01;Produzione di software non connesso all'edizione
AZIENDA;GHEREG RUSLAN;VERONA;VR;VIA TOMBETTA,142/A;37135;3207772476;ruslan_gr2003@yahoo.com;;1;;;;
AZIENDA;GI.GA. PNEUS SNC;CASTELNUOVO DEL GARDA;VR;VIA MILANO, 155;37014;0457570542;info@gigapneus.it;;;;;;
AZIENDA;GIACOMELLI SRL;SONA;VR;VIA TEVERE,4/A;37060;0458681097;info@giacomellisrl.com;www.giacomellisrl;3;;;;
AZIENDA;GIADA3 SRL;BOSCO CHIESANUOVA;VR;VIA DEI CASTAGNI 42;37021;045995410;info@zaniniadv.it;;2;;;74.00.21;
AZIENDA;GIAROLA & VERONESI SNC;BUTTAPIETRA;VR;VIA PROVINCIALE SUD, 5;37060;0456661684;;;;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;GIEFFE DI GOBETTI FABRIZIO;ZEVIO;VR;VIA GINO BELTRAMINI 27;37059;3406620918;frimanut@alice.it;;1;20-05-2019;ELETTRONICA;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;GIESSE SCAMPOLI SR;NEGRAR;VR;VIA ARCHIMEDE,7/9;37024;0455714040;info@giessescampoli.com;www.giessescampoli.com;13;;;46.41.10;Commercio all'ingrosso di tessuti
AZIENDA;GIORGI BARBARA;SAN PIETRO IN CARIANO;VR;VIA DON.BERTONI;37029;3483556734;barbaragiorgia.azienda@gmail.com;;;;;;
AZIENDA;GIR.C.A. SRL;BUSSOLENGO;VR;VIA GARDESANA,143;37012;0456766186;;www.gircaitalia;7;12-02-2018;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;GIRTECH S.R.L.;GREZZANA;VR;VIA D. DA LUGO, 34;37023;0458650792;cgirlanda@girtech.com;http://www.girtech.com/;;;;;
AZIENDA;GIZERO ENERGIE SRL;VERONA;VR;VIA DELL'ARTIGIANATO 11;37100;0454851723;amministrazione@gizeroenergie.it;www.gizeroenergie.it;4;04-07-2019;;74.90.93;Altre attività di consulenza tecnica nca
AZIENDA;GLAXOSMITHKLINE MANUFACTURING S.P.A.;VERONA;VR;VIA FLEMING, 2;37100;0521526111;alessia.x.trelle@gsk.com;WWW.GSK.COM;570;;;21.20.09;Fabbricazione di medicinali ed altri preparati farmaceutici
AZIENDA;GLAXOSMITHKLINE SPA;VERONA;VR;VIA A. FLEMING, 2;37135;045/9218687;sofia.x.barbazzeni@gsk.com;www.GSK.it;893;;;46.46.10;Commercio all'ingrosso di medicinali
AZIENDA;GLOBAL SERVICE IMPIANTI DI CERPELLONI A E C. SNC;VERONA;VR;VIA DELLA CONSORTIA ,15;37100;0458342935;;;;;;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
AZIENDA;GP GARAGE;CASTELNUOVO DEL GARDA;VR;VIA M.G. AGNESI;37014;3471522786;info@gpgarage.it;www.gpgarage.it;;27-05-2019;COSTRUZIONE DEL MEZZO;45.20.10;Riparazioni meccaniche di autoveicoli
AZIENDA;GREEN CITY SOC.COOP;VERONA;VR;VIA ENRICO FERMI,13/C;37100;3420226438;greencity@legalmail.it;www.greencityverona.it;3;;;49.41;Trasporto di merci su strada
AZIENDA;GREENSOFT SAS;LAZISE;VR;VIA DEL MOLINEL, 11;37017;0456020415;info@greensoft.net;www.grensoft.net;5;;;62.02;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;GREENYARD FRESH ITALY SRL;TREVENZUOLO;VR;VIA TIONE 1;37060;0458379112;info@greenyardfresh.it;www.greenyardfresh.it;55;;;46.31;Commercio all'ingrosso di frutta e ortaggi freschi o conservati
AZIENDA;GRUPPO BERTOLASO SPA;ZIMELLA;VR;VIA STAZIONE 760;37040;0442 450111;aruffo@bertolaso.com;www.bertolaso.com;;27-05-2019;;28.93;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco
AZIENDA;GRUPPO GIOVANNINI SRL;VERONA;VR;VIA E. FERMI 13;37136;0458270340;;;;;;;
AZIENDA;GRUPPO ITALIANO VINI S.P.A.;CALMASINO DI BARDOLINO;VR;VILLA BELVEDERE;37011;0456269607;bigi@giv.it;www.gruppoitalianovini.com;19;;;;
AZIENDA;GRUPPO MANARA S.P.A.;OPPEANO;VR;VIA CADALORA 62;37050;0457130425;leonora.pelizzaro@gruppomanara.com;www.gruppomanara.com;93;;;46.21.22;Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleo
AZIENDA;GRUPPO SINERGIA S.R.L.;POVEGLIANO VERONESE;VR;VIALE ARTIGIANATO, 32;37064;0456351570;mirko.ambrosi@grupposinergia.com;www.grupposinergia.net;;;;;
AZIENDA;GRUPPO VOLTA SRL;SOMMACAMPAGNA;VR;VIA BUSSOLENGO,8;37066;045515265;amministrazione@gruppovolta.it;www.gruppovolta.it;6;16-05-2019;INFORMATICA;62.01;Produzione di software non connesso all'edizione
AZIENDA;GUGLIELMI MOBILI SNC;RONCO ALL'ADIGE;VR;VIA CITTADELLA 4;37055;0457020146;guglielmi_mobili@libero.it;www.guglielmitavoli.it;1;;;31.09.10;Fabbricazione di mobili per arredo domestico
AZIENDA;GUIDO BIANCHI & C. SRL;VERONA;VR;CIRC.NE MARONCELLI, 7/D;37123;045590011;info@guidobianchi.it;;12;;;;
AZIENDA;HANGARTNER TERMINAL S.R.L.;VERONA;VR;VIA SOMMACAMPAGNA, 28;37137;0458282411;nicola.zanini@dbschenker.com;www.logistics.dbsche;;27-12-2018;;52.10.1;Magazzini di custodia e deposito per conto terzi
AZIENDA;HASLERRAIL ITALIA SSRL;VILLAFRANCA DI VERONA;VR;VIALE POSTUMIA 58/C;37069;0456304558;lucia.campo@haslerrail.com;www.haslerrail.com;70;;;33.20.03;Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (inc
AZIENDA;HAWAI ITALIA S.R.L.;SAN GIOVANNI LUPATOTO;VR;VIA FORTE GAROFOLO, 16;37057;045 8266400;s.danzi@hawai.it;http://www.hawai.it;;;;;
AZIENDA;HAXTEEL SRL;SAN MARTINO BUON ALBERGO;VR;VIA FENIL NOVO 2;37036;0458781597;marco@haxteel.com;www.haxteel.eu;5;18-05-2019;TELECOMUNICAZIONI;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
ASSOCIAZIONE;SOCIETA' HELLAS VERONA F.C. SPA;VERONA;VR;VIA FRANCIA 21/D;37135;0458186113;camp@hellasverona.it;www.hellasverona.it;30;03-05-2018;;93.12.00;Attività di club sportivi
AZIENDA;HI-FI SERVICE;VERONA;VR;VIA GOLOSINE 202/A;37136;0458200774;hifiserv@tin.it;http://www.hifiservicesnc.it/home.htm;;;;;
AZIENDA;HIKARI SRL;PESCANTINA;VR;VIA MIRANDOLA 37A;37026;0458018058;amministrazione@hikavi.eu;www.hikari.eu;10;;;27.40.09;Fabbricazione di altre apparecchiature per illuminazione
AZIENDA;HINOWA SPA;NOGARA;VR;VIA FONTANA, 3;37054;0442539100;info@hinowa.com;http://www.hinowa.com/contatti;160;17-12-2015;;28.22.02;Fabbricazione di gru, argani, verricelli a mano e a motore, carrelli trasbordatori, carrelli elevato
AZIENDA;HIT INTERNET TECNOLOGIES SRL;AFFI;VR;VIA PACE, 5;37010;0456209711;giacomo.migliori@hit.it;http://www.hit.it;26;;;62.01;Produzione di software non connesso all'edizione
AZIENDA;HOME INNOVATION SRL;VERONA;VR;VIA MARIN FALIERO 50;37100;0454858682;info@homeinnovation;;7;23-05-2019;INFORMATICA;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;HOMEPAGE SRL;VERONA;VR;VIA CASERMA OSPEDAL VECCHIO 6B;37100;;m.bazzotti@mos80.it;www.mos80.it;;20-05-2019;INFORMATICA;;
AZIENDA;HONDA MOTOR EUROPE LOGISTICS NV;COLOGNOLA AI COLLI;VR;VIA STRA',152;37030;0456173329;claudia.felis@honda-eu.com;;44;01-03-2017;;52.10.10;Magazzini di custodia e deposito per conto terzi
AZIENDA;HOTEL BORGHETTI;VERONA;VR;VIA VALPOLICELLA,47;37124;045941045;info@hotelborghetti.com;www.hotelborghetti.com;6;;;;
AZIENDA;HOTELGEST SRLS;VERONA;VR;CORSO PORTA NUOVA ,22;37100;;info@empireverona.com;;;;;;
AZIENDA;HT IMPIANTI DI BISSOLI MASSIMILIANO;DOLCE';VR;VIA PASSO DI NAPOLEONE 650;37020;0456861720;info@bissoliimpianti.it;;4;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;HWG SRL;VERONA;VR;VIALE DEL LAVORO 11;37100;0454932800;info@hwg.it;www.hwg.it;19;;;62.02.00;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;HYPHEN - ITALIA S.R.L.;VERONA;VR;VIA MARCONI, 14;37035;0456203200;saraceno.a@hypen-italia.com;;;;INFORMATICA;;
AZIENDA;I CON SRL;VERONA;VR;VIA ALBERE,25;37138;0458167711;info@iconservizi.com;www.iconservizi.com;1;;;;
AZIENDA;I.T.O.  S.R.L.;VERONA;VR;VIA FLAVIO GIOIA 39/A;37100;0452089103;;;;;;61.10.0;Telecomunicazioni fisse
AZIENDA;IAMEO GIACOMO SCAVI E LAVORI EDILI;ALIFE;CE;STRADA PROVINCIALE, 330;81011;3200262056;ant.sassocap@libero.it;;;;;;
AZIENDA;ICI CALDAIE S.P.A.;ZEVIO;VR;VIA G.PASCOLI,38;37059;0458738511;info@icicaldaie.com;www.icicaldaie.com;170;05-03-2018;;28.21.21;Fabbricazione di caldaie per riscaldamento
AZIENDA;IDEALCOPY SRL;VERONA;VR;V.LE DELLA FIERA,6/B;37136;045504399;;;4;;;;
AZIENDA;IDIOMA SERVIZI LINGUISTICI;S.GIOVANNI LUPATOTO;VR;VIA MADONNINA 2;37057;0456934956;idiomaservizilinguistici@gmail.com;http://www.idiomaservizilinguistici.com;;;;;
AZIENDA;IDRA S.R.L.;BASSANO DEL GRAPPA;VI;VIA RAMBOLINA,7;36061;0424568623;amministrazione@idraweb.it;www.idraweb.it;54;06-04-2018;;46.74.20;Commercio all'ingrosso di apparecchi e accessori per impianti idraulici, di riscaldamento e di condi
AZIENDA;IDRAULICA CIVILE SRLS;SONA;VR;VIA LIGURIA 47A;37060;045 6084048;;;;28-05-2019;COSTRUZIONE DEL MEZZO;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
AZIENDA;IDRAULICA FIORINI SRL;S. MARIA DI ZEVIO;VR;V.LE ARCHIMEDE , 11;37059;;;;;;;;
AZIENDA;IDRO-MAR DI MARAFIOTI NATALE;VERONA;VR;VICOLO CIECO RACCHETTA 3;37021;3355477150;idro.mar.sas@gmail.com;;;;;;
AZIENDA;IEM S.R.L.;VERONA;VR;VIA GALVANI, 22/C;37139;045563003;info@iemimpiantielettrici.com;www.imimpianti elettrici.com;;23-05-2019;;;
AZIENDA;IL POINT SRL;VERONA;VR;VIALE DELL'INDISTRIA,13;37135;045580892;ilpointvr@ilpoint.it;;24;;;46.46.30;Commercio all'ingrosso di articoli medicali ed ortopedici
AZIENDA;IL TRUCIOLO SRL;MARIANO COMENSE;CO;VIA TRE VENEZIE 22;22066;031 3353131;;;44;29-04-2019;;38.32.3;Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse
AZIENDA;IMAGE SRL;ZEVIO;VR;CORSO CAVOUR 76;37059;;weconcept@weconcept.it;www.imagecreations.it;5;13-06-2019;INFORMATICA;18.13.00;Lavorazioni preliminari alla stampa e ai media
AZIENDA;IMMOBILIARE LADY G. SRL;VERONA;VR;VIA UNITA' D'ITALIA 164;37132;3485252001;gaiardoni.imm@libero.it;;0;;;41.2;COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI
AZIENDA;IMPIANTI ELETTRICI FIORINI SANTO;SAN GIOVANNI LUPATOTO;VR;VIA TICINO 19;37057;0458779125;info@fiorinisanto.it;;;;;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
AZIENDA;IMPRESA BERNARDI CHRISTIAN;SAN GIOVANNI LUPATOTO;VR;VIA RAGAZZI DEL'99,16;37057;3451422546;costruzioni.bernardi@gmail.com;;;;;43.39.01;Attività non specializzate di lavori edili (muratori)
AZIENDA;INECO AUTO SPA;BOLZANO;BZ;VIA GALILEI 1;39100;045 8204437;service.pd@inecoauto.it;www.inecoauto.it;34;;;45.11.01;Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri
AZIENDA;INFIND SRL;PESCANTINA;VR;VIA ENRICO FERMI, 21;37026;045 6750055;info@infind.it;;28;07-06-2019;;28.99.2;Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori)
AZIENDA;INFO PLUS SRL;GALATI;;STRADA GRADINA VECHE;516107;0745091094;aditza_sava@yahoo.com;;;;;;
AZIENDA;INFOGEST SRL;SONA;VR;VIA FRATELLI CERVI 4 F;37060;;info@infogestsrl.it;www.infogestsrl.it;15;11-06-2019;;62.01.00;Produzione di software non connesso all'edizione
AZIENDA;INFOLAB DATA SRL;SAN BONIFACIO;VR;VIA VILLABELLA 18;37047;0455117307;info@infolabdata.it;ww.infolabdata.it;5;27-03-2019;INFORMATICA;95.11;Riparazione di computer e periferiche
AZIENDA;INFOMAT SERVIZI SRL;OPPEANO;VR;VIA VILLAFONTANA 267/269;37050;0458751526;gianpaolo.scalzotto@infomat.it;www.infomat.it;30;27-05-2019;INFORMATICA;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;INFORMETICA CONSULTING S.R.L.;SAN MARTINO BUON ALBERGO;VR;VIALE DEL LAVORO, 33;37036;0454857630;amministrazione@informeticons.com ;www.informeticons.com;;;;;
AZIENDA;INFOVAL S.R.L.;GREZZANA;VR;VIALE DEL LAVORO, 2;37023;0458650746;gzanini@forgreenlife.it;www.giornalepantheon.it;5;27-12-2018;;;
AZIENDA;INFRACOM ITALIA S.P.A.;VERONA;VR;P.LE EUROPA, 12;37135;0458271411;andrea.zampieri@infracom.it;;;;;;
AZIENDA;INFRAMEDIA SRL;VERONA;VR;VIA DELLA CONSORTIA,23;37127;0458341329;info@inframedia.org;www.inframedia.org;6;;;;
AZIENDA;INNOTEC TECNOLOGIE INNOVATIVE S.R.L.;VERONA;VR;VIA ENRICO FERMI,   13/C;37135;0458753072;sales@innotecitalia.it;www.innotecitalia.it;10;;;28.93;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco
AZIENDA;INNOVAGROUP STABILIMENTO DI ERBE' SRL;ERBE';VR;VIA DELLA LIBERTA',6;37060;0458961620;erbe@innovagroup.it;www.innovagroup.it;35;;;17.23;Fabbricazione di prodotti cartotecnici
AZIENDA;INPS - SEDE PROVINCIALE;VERONA;VR;VIA CESARE BATTISTI, 19;37122;045938111;mario.cracco@inps.it;;;;;;
COOPERATIVA;INSIEME COOPERATIVA SOCIALE;VERONA;VR;VIA COLONIA ORFANI DI GUERRA, 2;37100;0458650538;segreteria@coopinsieme.it;www.coopinsiem.it;40;20-05-2019;LOGISTICA;;
AZIENDA;INTERBETA S.R.L.;CASTEL D'AZZANO;VR;VIA V. BELLINI, 1;37060;045519679;rosanna.interbeta@ibt-group.it;;;;;;
AZIENDA;INTESYS  S.R.L.;VERONA;VR;VIA ROVEGGIA, 3;37136;0458205513;alessandro.cortiana@intesys.it;ww.intesys.it;;27-05-2019;;62.09;Altre attività dei servizi connessi alle tecnologie dell'informatica
SCUOLA;IPSEOA A.BERTI;VERONA;VR;VIA A.BERARDI 51;37139;045569443;vrrh02000x@istruzione.it;www.berti.gov.it;198;;;85.32.09;Altra istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica
AZIENDA;IRCCS OSPEDALE SACRO CUORE DON CALABRIA;NEGRAR;VR;VIA DON SEMPREBONI, 5;37024;0456013111;giulia.butturini@centrodoncalabria.it;//www.sacrocuore.it;150;;;94.91.00;Attività delle organizzazioni religiose nell'esercizio del culto
AZIENDA;IRMIE IMPIANTI S.R.L;SONA;VR;VIA DELL' INDUSTRIA, 17;37060;0456090355;info@irmieimpianti.com;;37;;;27.90.09;Fabbricazione di altre apparecchiature elettriche nca
AZIENDA;IRRIPLUS SRL;ALBARO DI RONCO ALL'ADIGE;VR;VIA FRACANZANZA  3/E;37055;;;;5;13-06-2019;;47.52.4;Commercio al dettaglio di macchine, attrezzature e prodotti per l'agricoltura  macchine e attrezzatu
AZIENDA;ISACCO ROSSI;VERONA;VR;VIA UMBRIA 27;37100;;ir.isacco.rossi@gmail.com;;;27-05-2019;INFORMATICA;62.01.00;Produzione di software non connesso all'edizione
AZIENDA;ISANGO SRL;VERONA;VR;VIA  FRANCIA 3;37135;0454857608;info@isango.it;www.isango.it;;;;;
AZIENDA;ISAP PACKAGING S.P.A;VERONA;VR;LUNGADIGE ATTIRAGLIO 67;37124;0458394411;alessandro.franceschini@isap-packaging.com;www.isap-packaging.com;;;;;
AZIENDA;ISGROUP SRL;VERONA;VR;VICOLO MIRACOLI,1;37121;0454853232;francesco.ongaro@isgroup.it;www.isgroup.it;;17-12-2018;;62.01;Produzione di software non connesso all'edizione
SCUOLA;ISTITUTO COMPRENSIVO A. CESARI;CASTEL D'AZZANO;VR;VIA G. MARCONI, 76;37060;0458520813;vric85900v@istruzione.it;www.comprensivocesari.gov.it;;;;;
SCUOLA;ISTITUTO COMPRENSIVO BOSCO CHIESANUOVA;BOSCO CHIESANUOVA;VR;PIAZZETTA ALPINI, 5;37021;045/6780521;segreteria@istitutobosco.it;www.istitutobosco.gov.it;;;;;
ENTE PUBBLICO;ISTITUTO NAZIONALE PREVIDENZA SOCIALE;ROMA;RM;VIA CIRO IL GRANDE 21;00144;028562254;alice.citti@inps.it;www.inps.it;348;;;84.30;Assicurazione sociale obbligatoria 
AZIENDA;ITALDES S.R.L.;VILLAFRANCA DI VERONA;VR;VIA STAFFALI, 8;37069;0456717569;amministrazione@italdes.it;www.italdes.it;;;;;
AZIENDA;ITALFRIGO;CAVAION VERONESE;VR;VIA 1° MAGGIO 6;37010;0456260879;daniela@italfrigo.it;www.italfrigo.it;;;;;
AZIENDA;ITALIAN FOOD TRADING S.R.L.;SOMMACAMPAGNA;VR;VIA DELL'ARTIGIANATO, 29;37060;0458580774;nicola.bressan@italianfootrading.it;www.italianfoodtrading.it;;;;;
AZIENDA;ITALMAC S.R.L.;RONCO ALL'ADIGE;VR;VIALE DEL LAVORO, 1;37055;0457000123;info@italmac.it;www.italmac.it;;;;;
AZIENDA;ITALSPEEDY LOGISTIC SRL;NOGAROLE ROCCA;VR;VIA VITTORIO VENETO;37060;0457920407;info@italspeedy.com;info@italspeedy.com;16;;;49.41;Trasporto di merci su strada
AZIENDA;ITC SRL;VERONA;VR;VIA E.TORRICELLI 59/61;37100;0458620872;sonia@itc-verona.com;www.itc-verona.com;14;;;52.29.1;Spedizionieri e agenzie di operazioni doganali
AZIENDA;ITI MARCONI VERONA;VERONA;VR;PIAZZALE GUARDINI, 1;37100;0458101428;sede@marconivr.it;www.marconiverona.gov.it;;;INFORMATICA;;
AZIENDA;KSS ITALIA SRL;TREGNAGO;VR;P.ZZA KENNEDY,4;37039;045650911;erika.anselmi@joysonsafety.com;;163;;;29.32.09;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca
AZIENDA;JUMP VERONA SRL;VERONA;VR;VIA MARCONI 74;37122;0458944534;riparazioni@jumpverona.it;www.jumpverona.it;4;;;;
AZIENDA;JUST ITALIA SPA;GREZZANA;VR;VIA COLOGNE,12;37023;0458658111;just@just.it;www.just.it;97;;;;Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato
AZIENDA;KANTAR MEDIA SRL;VERONA;VR;VIA DOMINUTTI 20,;37135;0458200826;mauro.stoico@kantarmedia.com;www.kantarmedia.com;39;;;58.19.0;Altre attività editoriali
AZIENDA;KEY ACCESS SRL;AFFI;VR;VIA MARCONI 14,;37010;0456203200;righetti.si@hyphen-italia.com;www.keyaccess.it;;;;;
AZIENDA;KIRATECH SPA;VERONA;VR;VIA FERMI, 11;37135;0458347852;marco.bizzantino@kiratech.it;;10;;;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;KSE SRL ELETTRONICA;ALONTE;VI;VIA DELL'INDUSTRIA 37/B;36045;0444834077;KSE@KSE.IT;www.kse.it;19;;;33.20.02;Installazione di apparecchi elettrici ed elettronici per telecomunicazioni, di apparecchi trasmitten
AZIENDA;KUEHNE + NAGEL SRL;CALVIGNASCO;MI;VIA DEL COMMERCIO 2;20080;0458588526;info.verona@kuehne-nagel.com;;;27-05-2019;LOGISTICA;;
AZIENDA;LABONET S.R.L.;VERONA;VR;VIA DEL PONTIERE, 3/C;37122;045597657;info@labonet.org;www.labonet.org;1;;;;
AZIENDA;LACHIVER SERVIZI S.R.L.;VERONA;VR;VIA LEONCINO,10;37121;045800914;servizi@lachiver.com;www.lachiver.com;11;;;74.90.93;Altre attività di consulenza tecnica nca
AZIENDA;LAMBROCCHI ANDREA;FERRARA DI MONTE BALDO;VR;VILLAGGIO ALBARE' 10;37020;3402959954;andrealambrocchi@gmail.com;;;;;62.02.0;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;LAVASTIR-LEONCINOAIR SRL;ZEVIO;VR;VIA ALTICHIERO 37;37059;0457850393;info@leoncinoair.com;;9;;;96.01.2;Altre lavanderie, tintorie
AZIENDA;LB DI SONA CRISTINA;S.GIOVANNI LUPATOTO;VR;VIA MADONNINA 50;37050;0458753212;alessandra.ale.manzini@gmail.com;http://www.lb-pelletteria.com/;;22-12-2015;;;
AZIENDA;LEADERFORM SPA;SONA;VR;VIA MOLINA, 14;37060;0456080822;leaderform@legalmail.it;www.leaderform.com;134;;;18.12.00;Altra stampa
AZIENDA;LEM ELETTRONICA SRL;DESENZANO DEL GARDA;BS;GREZZE 38;25015;;info@lemelettronica.it;www.lemelettronica.it;18;29-04-2019;;26.40.01;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini
AZIENDA;LEONI IMPIANTI SRL;SOMMACAMPAGNA;VR;VIA DEL COMMERCIO 9A;37066;045515011;info@leonimpianti.it;;12;15-05-2019;ELETTRONICA;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;LEOTRON SAS DI GIULIANI A. & C.;VERONA;VR;CORSO MILANO 122 A;37100;0454684107;m.maccini@leotron.it;www.leotron.com;11;22-05-2019;INFORMATICA;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;LEPANTO 2 SRL;VILLAFRANCA DI VERONA;VR;VIA DOSDEGA',24;37062;045513777;lepanto@lepanto.it;www.lepanto.it;34;;;;
AZIENDA;LESO ELETTRODOMESTICI  SRL;VERONA;VR;VIA SEGORTE, 3/B - FR POIANO;37142;045551503;silvio@leso.it;;86;;;47.19.2;Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le t
AZIENDA;LESSINIAFOOD;BOSCO CHIESANUOVA;VR;VIA S.ANTONIO,27;37021;3407673507;info@lessiniafood.it;www.lessiniafood.it;;;;;
AZIENDA;LIBRERIA JOLLY DEL LIBRO DI DE SIGNORI CLAUDIO;VERONA;VR;VIA UMBRIA 22;37100;045572382;info@libreriajolly.it;www.libreriajolly.it;2;03-06-2019;;47.61.00;Commercio al dettaglio di libri nuovi in esercizi specializzati
AZIENDA;LICCI LOGISTICA S.R.L;ZEVIO;VR;VIA LEONARDO DA VINCI, 8/B;37059;0457850232;matteo@licci.it;www.licci.it;;;;;
AZIENDA;LINPAC PACKAGING VERONA SRL;SAN GIOVANNI LUPATOTO;VR;VIA MONTE PASTELLO, 40;37057;0459216411;marta.prati@linpac.com;www.linpac.com;82;29-04-2019;;22.22.00;Fabbricazione di imballaggi in materie plastiche
AZIENDA;LO STUDIO LANGUAGE COURSES CAMBRIDGE;STATION ROAD;CB;SALISBURY VILLAS,6 (CB1);00000;;antonio_losito@alice.it;;;;;;
AZIENDA;LOGISTICA UNO EUROPE SRL;ABANO TERME;PD;VIA CONFIGLIACHI 41/D;35031;0456767077;logisticauno@pec.it;www.logisticauno.com;43;;;52.29.22;Servizi logistici relativi alla distribuzione delle merci
AZIENDA;LS SISTEMI DI VIDALI LUCIANO;SAN GIOVANNI LUPATOTO;VR;VIA ADDA 1/B;37057;045500477;info@lssistemi.it;www.lssistemi.it;1;;;;
AZIENDA;LUBLIGHT;VERONA;VR;VIA A. MONDADORI 38;37132;0458921195;info@lubtech.it;;;;;;
AZIENDA;LUBTECH S.R.L.;VERONA;VR;VIA MONDADORI, 38/40;37132;0458921195;info@lubtech.it;http://www.lubtech.it;1;;;72.1;RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE NATURALI E DELL'INGEGNERIA
AZIENDA;LUX E PAOLA SRL;SAN MARTINO BUON ALBERGO;VR;VIA PONTE,27/A;37036;045994472;sanmartinobuonalbergo@puffcigarette.com;;;;;;
AZIENDA;LUX METAL SRL;SAN BONIFACIO;VR;LOCALITA' RITONDA 70;37047;3273404562;alybaba@hotmail.it;;13;;;25.62.00;Lavori di meccanica generale
AZIENDA;M&M COMPUTER CONSULTING SAS;VERONA;VR;VIA SCIDERLANDO 280;37100;045505722;commerciale@computer.veneto.it;;1;10-06-2109;;26.2;FABBRICAZIONE DI COMPUTER E UNITÀ PERIFERICHE
